scenario,sample_id,weighted_effective_task_hour_multiplier,adjusted_robot_stock_million,adjusted_annual_production_robots,production_multiple_of_ifr_2024,adjusted_annual_operating_cost_billion_usd,stock_multiplier_vs_baseline,production_multiplier_vs_baseline,cost_multiplier_vs_baseline,passes_ifr_installation_count_basis
high_robot_intensity_translation,1281,0.159094,55.008683,11678645.5901,21.544296,12684.334498,8.396587,7.826737,13.206261,false
high_robot_intensity_translation,1282,0.152600,53.811011,11510916.1520,21.234875,11742.377214,8.213773,7.714329,12.225545,false
high_robot_intensity_translation,1283,0.163245,53.494134,11319363.6280,20.881507,12439.734044,8.165405,7.585955,12.951596,false
high_robot_intensity_translation,1284,0.142088,59.678601,13126827.3950,24.215843,12168.960194,9.109409,8.797272,12.669681,false
high_robot_intensity_translation,1285,0.163408,58.584909,12450672.2331,22.968499,13354.090084,8.942466,8.344130,13.903576,false
high_robot_intensity_translation,1286,0.139351,56.691407,12398035.0430,22.871396,11330.942265,8.653440,8.308854,11.797181,false
high_robot_intensity_translation,1287,0.149086,58.436375,12159618.4394,22.431575,14050.183260,8.919794,8.149073,14.628311,false
high_robot_intensity_translation,1288,0.108650,70.869091,16293409.3488,30.057426,11078.092867,10.817538,10.919437,11.533927,false
high_robot_intensity_translation,1289,0.136991,57.806481,12809235.9517,23.629963,10972.043847,8.823646,8.584431,11.423514,false
high_robot_intensity_translation,1290,0.143151,62.182723,14121126.5624,26.050086,10511.196583,9.491641,9.463627,10.943705,false
high_robot_intensity_translation,1291,0.130940,61.501147,13279648.1344,24.497761,13303.369996,9.387604,8.899689,13.850769,false
high_robot_intensity_translation,1292,0.138055,61.440417,13456421.3606,24.823865,12662.605242,9.378334,9.018158,13.183638,false
high_robot_intensity_translation,1293,0.124247,75.180638,15985699.3934,29.489775,17000.126022,11.475657,10.713217,17.699636,false
high_robot_intensity_translation,1294,0.142788,76.670828,16767045.8765,30.931172,15734.163593,11.703121,11.236856,16.381583,false
high_robot_intensity_translation,1295,0.178808,45.601565,9888676.0751,18.242232,9312.720039,6.960674,6.627144,9.695914,false
high_robot_intensity_translation,1296,0.130678,60.339191,13723623.8577,25.316789,10392.471220,9.210242,9.197231,10.820094,false
high_robot_intensity_translation,1297,0.139618,55.064006,12224653.0694,22.551548,10624.292876,8.405032,8.192658,11.061454,false
high_robot_intensity_translation,1298,0.138384,66.952156,14299558.7584,26.379251,14662.780971,10.219652,9.583208,15.266116,false
high_robot_intensity_translation,1299,0.157322,63.786175,13586096.2518,25.063084,14048.928617,9.736394,9.105063,14.627005,false
high_robot_intensity_translation,1300,0.166900,53.441853,11296828.2850,20.839934,12571.327532,8.157425,7.570853,13.088604,false
high_robot_intensity_translation,1301,0.128471,59.483987,12983474.4999,23.951392,11799.841885,9.079703,8.701201,12.285374,false
high_robot_intensity_translation,1302,0.160050,46.573879,10457628.5576,19.291813,8340.728936,7.109089,7.008442,8.683928,false
high_robot_intensity_translation,1303,0.141393,58.209038,12819590.9015,23.649066,11502.671702,8.885093,8.591370,11.975976,false
high_robot_intensity_translation,1304,0.127536,76.591325,16940275.8326,31.250739,14980.580125,11.690986,11.352950,15.596991,false
high_robot_intensity_translation,1305,0.141061,56.327376,12177579.5471,22.464709,11927.189668,8.597874,8.161110,12.417962,false
high_robot_intensity_translation,1306,0.142828,49.532710,11158535.3658,20.584817,8662.549688,7.560729,7.478172,9.018991,false
high_robot_intensity_translation,1307,0.143724,51.761329,11844498.9404,21.850255,8248.358210,7.900907,7.937888,8.587756,false
high_robot_intensity_translation,1308,0.137328,79.157761,17646981.2533,32.554441,14667.555570,12.082730,11.826567,15.271087,false
high_robot_intensity_translation,1309,0.130549,80.663651,17263728.2184,31.847431,18225.341601,12.312590,11.569720,18.975266,false
high_robot_intensity_translation,1310,0.147132,60.687552,13197661.6309,24.346515,13191.217973,9.263416,8.844744,13.734002,false
high_robot_intensity_translation,1311,0.131151,68.413898,14656451.6482,27.037632,15465.917984,10.442774,9.822388,16.102300,false
high_robot_intensity_translation,1312,0.132837,67.652893,15361756.8537,28.338751,11808.773268,10.326614,10.295066,12.294673,false
high_robot_intensity_translation,1313,0.116789,78.385042,17152284.5655,31.641845,15733.495728,11.964781,11.495033,16.380888,false
high_robot_intensity_translation,1314,0.137191,58.213376,13364201.4299,24.653741,9536.822780,8.885755,8.956355,9.929238,false
high_robot_intensity_translation,1315,0.125794,66.188946,14344789.7979,26.462691,13964.601200,10.103155,9.613520,14.539208,false
high_robot_intensity_translation,1316,0.147907,50.457028,11127648.7341,20.527839,9871.504580,7.701817,7.457473,10.277691,false
high_robot_intensity_translation,1317,0.115966,81.556232,17415703.5918,32.127789,18485.480173,12.448835,11.671570,19.246109,false
high_robot_intensity_translation,1318,0.128680,67.772532,15045312.3957,27.754987,13176.151890,10.344876,10.082993,13.718316,false
high_robot_intensity_translation,1319,0.154849,61.510365,13585935.3123,25.062787,11908.881808,9.389011,9.104955,12.398901,false
high_robot_intensity_translation,1320,0.124808,64.400216,14105240.1727,26.020780,12459.148121,9.830121,9.452980,12.971809,false
high_robot_intensity_translation,1321,0.145779,58.968817,12800678.5296,23.614177,12293.381679,9.001067,8.578696,12.799222,false
high_robot_intensity_translation,1322,0.134100,66.465367,14248414.5758,26.284902,14622.372476,10.145348,9.548932,15.224044,false
high_robot_intensity_translation,1323,0.099995,79.635347,17746111.9405,32.737313,14826.131902,12.155629,11.893002,15.436188,false
high_robot_intensity_translation,1324,0.133310,61.858667,13892129.3229,25.627641,11248.945305,9.442177,9.310159,11.711810,false
high_robot_intensity_translation,1325,0.160015,50.035533,10986139.0581,20.266787,10064.950726,7.637480,7.362636,10.479097,false
high_robot_intensity_translation,1326,0.124046,66.234465,14920626.9410,27.524972,12137.731458,10.110103,9.999432,12.637167,false
high_robot_intensity_translation,1327,0.159751,52.162715,11154805.0055,20.577936,11540.235255,7.962176,7.475672,12.015085,false
high_robot_intensity_translation,1328,0.146782,61.294535,13129189.9091,24.220201,13570.184228,9.356067,8.798856,14.128561,false
high_robot_intensity_translation,1329,0.133740,65.458904,14321234.0891,26.419237,13353.662268,9.991721,9.597734,13.903130,false
high_robot_intensity_translation,1330,0.157745,48.556499,10583519.6142,19.524051,9777.150860,7.411719,7.092811,10.179455,false
high_robot_intensity_translation,1331,0.145021,53.446018,11913534.8506,21.977610,9847.245640,8.158060,7.984154,10.252434,false
high_robot_intensity_translation,1332,0.154829,52.564880,11401219.5485,21.032511,11055.177038,8.023562,7.640813,11.510068,false
high_robot_intensity_translation,1333,0.146356,57.721870,13173265.8306,24.301511,9615.742394,8.810731,8.828394,10.011405,false
high_robot_intensity_translation,1334,0.155445,54.642844,11526516.1862,21.263653,12564.602591,8.340745,7.724784,13.081603,false
high_robot_intensity_translation,1335,0.158722,53.994422,11565728.2992,21.335990,11970.793504,8.241769,7.751063,12.463360,false
high_robot_intensity_translation,1336,0.156708,52.206396,11220474.7911,20.699081,11221.427309,7.968843,7.519682,11.683159,false
high_robot_intensity_translation,1337,0.123637,88.264345,18996019.7743,35.043093,19409.960752,13.472769,12.730659,20.208629,false
high_robot_intensity_translation,1338,0.133833,57.236966,12510849.2699,23.079511,11181.596717,8.736715,8.384459,11.641690,false
high_robot_intensity_translation,1339,0.122817,66.941709,14781840.6348,27.268945,13032.870261,10.218058,9.906421,13.569138,false
high_robot_intensity_translation,1340,0.149708,54.102468,11771174.5644,21.714989,11410.170876,8.258262,7.888748,11.879669,false
high_robot_intensity_translation,1341,0.168238,48.422619,10332405.8666,19.060807,10657.175097,7.391283,6.924521,11.095690,false
high_robot_intensity_translation,1342,0.108576,90.015873,20017136.6813,36.926809,17146.837399,13.740124,13.414986,17.852384,false
high_robot_intensity_translation,1343,0.156372,51.334090,11296993.3848,20.840239,9802.145492,7.835693,7.570963,10.205478,false
high_robot_intensity_translation,1344,0.131808,65.582074,14672860.2550,27.067902,11981.506351,10.010522,9.833385,12.474514,false
high_robot_intensity_translation,1345,0.119146,76.749951,17720691.1399,32.690418,12337.668000,11.715199,11.875965,12.845330,false
high_robot_intensity_translation,1346,0.154606,49.479299,10878681.5093,20.068554,9707.772835,7.552576,7.290621,10.107222,false
high_robot_intensity_translation,1347,0.152540,51.155829,11699519.9088,21.582804,8341.226504,7.808483,7.840727,8.684446,false
high_robot_intensity_translation,1348,0.166223,43.264926,9542924.0582,17.604402,7911.348806,6.604007,6.395430,8.236880,false
high_robot_intensity_translation,1349,0.131118,56.601427,12623917.6521,23.288095,10687.027292,8.639705,8.460235,11.126770,false
high_robot_intensity_translation,1350,0.151494,60.402901,13265686.7614,24.472005,12284.284583,9.219967,8.890332,12.789750,false
high_robot_intensity_translation,1351,0.182074,51.918163,10656652.5219,19.658964,12949.761909,7.924847,7.141823,13.482610,false
high_robot_intensity_translation,1352,0.147727,56.790393,12887795.1528,23.774886,9623.683394,8.668549,8.637079,10.019673,false
high_robot_intensity_translation,1353,0.120107,70.672130,15357077.8903,28.330120,14667.933850,10.787473,10.291931,15.271481,false
high_robot_intensity_translation,1354,0.142225,60.893015,13448639.8622,24.809510,11464.696241,9.294778,9.012943,11.936438,false
high_robot_intensity_translation,1355,0.189554,46.942031,9939091.9088,18.335237,10297.253260,7.165284,6.660932,10.720958,false
high_robot_intensity_translation,1356,0.125481,78.738983,16724526.4629,30.852734,18313.779753,12.018807,11.208361,19.067343,false
high_robot_intensity_translation,1357,0.128266,67.253048,15565246.2480,28.714140,10474.124217,10.265581,10.431440,10.905107,false
high_robot_intensity_translation,1358,0.155845,52.039339,11185951.8000,20.635394,11280.774146,7.943343,7.496546,11.744948,false
high_robot_intensity_translation,1359,0.126643,62.965847,13658853.9436,25.197304,12768.977484,9.611178,9.153823,13.294387,false
high_robot_intensity_translation,1360,0.136833,56.120319,12482640.4824,23.027473,10334.486794,8.566269,8.365554,10.759724,false
high_robot_intensity_translation,1361,0.169242,48.240348,10444157.1713,19.266961,10288.824769,7.363461,6.999414,10.712183,false
high_robot_intensity_translation,1362,0.141516,56.512928,12153056.6359,22.419470,11805.253379,8.626197,8.144676,12.291008,false
high_robot_intensity_translation,1363,0.157473,56.507682,12019913.9625,22.173854,12881.909019,8.625396,8.055447,13.411966,false
high_robot_intensity_translation,1364,0.141371,66.578789,14722966.0002,27.160335,13227.850883,10.162661,9.866965,13.772142,false
high_robot_intensity_translation,1365,0.137308,70.731644,14973411.9870,27.622348,16631.485431,10.796558,10.034807,17.315827,false
high_robot_intensity_translation,1366,0.151614,77.659810,16663091.4216,30.739401,17247.513365,11.854081,11.167188,17.957203,false
high_robot_intensity_translation,1367,0.142715,64.386842,13898833.2778,25.640009,13973.603364,9.828080,9.314651,14.548580,false
high_robot_intensity_translation,1368,0.141061,59.123771,13098039.4513,24.162736,11610.826828,9.024719,8.777979,12.088582,false
high_robot_intensity_translation,1369,0.113012,82.592925,18089503.4892,33.370788,17125.415857,12.607077,12.123134,17.830081,false
high_robot_intensity_translation,1370,0.135647,83.153575,18458694.8917,34.051858,16603.990582,12.692655,12.370557,17.287201,false
high_robot_intensity_translation,1371,0.151305,66.940734,13676855.2698,25.230512,17277.846638,10.217909,9.165887,17.988784,false
high_robot_intensity_translation,1372,0.146744,58.620494,12990273.8875,23.963935,11235.144202,8.947898,8.705758,11.697441,false
high_robot_intensity_translation,1373,0.116590,69.230963,14940357.7268,27.561371,14611.253825,10.567492,10.012655,15.212468,false
high_robot_intensity_translation,1374,0.128836,75.357062,15670448.4151,28.908213,18654.218798,11.502587,10.501944,19.421791,false
high_robot_intensity_translation,1375,0.137104,64.265089,13430812.4992,24.776623,15008.662614,9.809495,9.000996,15.626229,false
high_robot_intensity_translation,1376,0.136725,56.199939,12489478.7993,23.040088,10447.368081,8.578422,8.370137,10.877250,false
high_robot_intensity_translation,1377,0.170785,51.769591,10847570.3589,20.011161,12109.790757,7.902169,7.269771,12.608077,false
high_robot_intensity_translation,1378,0.135463,59.273935,13034993.0810,24.046431,11790.907885,9.047640,8.735727,12.276073,false
high_robot_intensity_translation,1379,0.139548,60.202017,13710122.4736,25.291882,10050.680609,9.189304,9.188182,10.464240,false
high_robot_intensity_translation,1380,0.145407,60.601876,13069258.5504,24.109642,13304.275946,9.250338,8.758691,13.851712,false
high_robot_intensity_translation,1381,0.152511,74.740295,15072731.0867,27.805568,20118.509296,11.408443,10.101369,20.946333,false
high_robot_intensity_translation,1382,0.153097,52.179931,11389606.7125,21.011088,10767.635701,7.964803,7.633030,11.210695,false
high_robot_intensity_translation,1383,0.162432,59.524580,12353689.7418,22.789590,14642.137833,9.085899,8.279135,15.244623,false
high_robot_intensity_translation,1384,0.127890,62.146313,14168983.4400,26.138371,10463.173118,9.486083,9.495699,10.893705,false
high_robot_intensity_translation,1385,0.154115,54.387107,11785210.8563,21.740883,11478.679597,8.301709,7.898154,11.950997,false
high_robot_intensity_translation,1386,0.145455,79.554903,16244414.1696,29.967042,21261.858106,12.143350,10.886601,22.136727,false
high_robot_intensity_translation,1387,0.138341,60.423084,13509342.2931,24.921491,11177.993717,9.223048,9.053624,11.637939,false
high_robot_intensity_translation,1388,0.152315,50.533026,10951261.9212,20.202447,10405.504119,7.713418,7.339263,10.833663,false
high_robot_intensity_translation,1389,0.150707,75.853784,15489901.2236,28.575147,19963.905818,11.578407,10.380946,20.785368,false
high_robot_intensity_translation,1390,0.135049,58.169940,12789597.7619,23.593735,11149.748371,8.879125,8.571270,11.608531,false
high_robot_intensity_translation,1391,0.148733,53.778035,11804208.4403,21.775929,10874.513468,8.208740,7.910886,11.321971,false
high_robot_intensity_translation,1392,0.143357,63.687346,13292461.8625,24.521399,15459.837875,9.721308,8.908276,16.095969,false
high_robot_intensity_translation,1393,0.117926,66.892875,14711512.0204,27.139206,13345.765781,10.210604,9.859289,13.894909,false
high_robot_intensity_translation,1394,0.154607,49.916018,11286981.2538,20.821769,8578.270877,7.619237,7.564253,8.931244,false
high_robot_intensity_translation,1395,0.163600,49.472630,10450085.0720,19.277897,10773.301822,7.551558,7.003386,11.216595,false
high_robot_intensity_translation,1396,0.118350,63.402678,14206432.2431,26.207455,11481.213991,9.677856,9.520797,11.953636,false
high_robot_intensity_translation,1397,0.142735,68.529100,15171828.7852,27.988379,13151.720610,10.460359,10.167781,13.692879,false
high_robot_intensity_translation,1398,0.160800,51.150018,11057425.2678,20.398293,10676.153141,7.807596,7.410411,11.115449,false
high_robot_intensity_translation,1399,0.129907,73.122726,15289929.0920,28.206246,17418.329207,11.161535,10.246929,18.135047,false
high_robot_intensity_translation,1400,0.146272,64.590494,13422517.7472,24.761321,15669.247607,9.859166,8.995437,16.313996,false
high_robot_intensity_translation,1401,0.148064,93.366714,18445870.9726,34.028201,27326.039137,14.251600,12.361963,28.450433,false
high_robot_intensity_translation,1402,0.142583,60.723056,12996978.8718,23.976304,13674.521186,9.268836,8.710251,14.237192,false
high_robot_intensity_translation,1403,0.136273,65.255086,14098707.1178,26.008728,14290.990438,9.960610,9.448602,14.879027,false
high_robot_intensity_translation,1404,0.114940,77.160973,16330676.6814,30.126175,17950.576021,11.777938,10.944412,18.689195,false
high_robot_intensity_translation,1405,0.115479,70.759752,15931653.6506,29.390074,12715.341271,10.800848,10.676997,13.238544,false
high_robot_intensity_translation,1406,0.165479,52.342742,10962241.2644,20.222702,12425.162297,7.989655,7.346621,12.936425,false
high_robot_intensity_translation,1407,0.130272,65.698691,14849015.0222,27.392866,12066.304873,10.028322,9.951440,12.562801,false
high_robot_intensity_translation,1408,0.154506,63.915629,13643069.9856,25.168187,14800.606432,9.756154,9.143245,15.409612,false
high_robot_intensity_translation,1409,0.165193,49.790990,10696237.5494,19.731989,10679.515501,7.600153,7.168352,11.118949,false
high_robot_intensity_translation,1410,0.151096,56.739697,12500131.0021,23.059739,10634.198108,8.660811,8.377276,11.071767,false
high_robot_intensity_translation,1411,0.122308,60.150387,13699927.7516,25.273076,10267.441181,9.181423,9.181350,10.689919,false
high_robot_intensity_translation,1412,0.130258,64.469925,14063953.1260,25.944615,13484.077460,9.840762,9.425311,14.038912,false
high_robot_intensity_translation,1413,0.138297,67.469465,14228211.5346,26.247632,16141.870607,10.298615,9.535393,16.806066,false
high_robot_intensity_translation,1414,0.138540,68.863451,14876876.2363,27.444263,15113.165251,10.511395,9.970111,15.735032,false
high_robot_intensity_translation,1415,0.103974,80.148493,17466236.1991,32.221010,16723.198600,12.233956,11.705436,17.411314,false
high_robot_intensity_translation,1416,0.162967,72.016025,14419101.9058,26.599779,19798.615999,10.992607,9.663323,20.613277,false
high_robot_intensity_translation,1417,0.127928,74.385806,15855984.9794,29.250483,17371.761921,11.354333,10.626286,18.086564,false
high_robot_intensity_translation,1418,0.130062,55.592921,12406677.9828,22.887340,10221.320484,8.485766,8.314646,10.641901,false
high_robot_intensity_translation,1419,0.137124,59.683698,12830296.2642,23.668814,12965.414407,9.110187,8.598545,13.498907,false
high_robot_intensity_translation,1420,0.115895,75.279775,16366527.1983,30.192311,15659.522144,11.490790,10.968438,16.303870,false
high_robot_intensity_translation,1421,0.162736,57.855958,12506230.2350,23.070990,12731.913776,8.831199,8.381364,13.255798,false
high_robot_intensity_translation,1422,0.101344,90.995657,19862996.3094,36.642457,19172.936357,13.889679,13.311685,19.961852,false
high_robot_intensity_translation,1423,0.129423,68.300559,14476299.3997,26.705295,16005.046153,10.425474,9.701655,16.663612,false
high_robot_intensity_translation,1424,0.127593,75.001348,17247462.7466,31.817426,12358.331915,11.448290,11.558819,12.866845,false
high_robot_intensity_translation,1425,0.147377,67.829639,14094634.7990,26.001215,16996.609087,10.353592,9.445873,17.695975,false
high_robot_intensity_translation,1426,0.139320,64.072559,13379808.1982,24.682532,15491.453909,9.780107,8.966814,16.128886,false
high_robot_intensity_translation,1427,0.145343,65.379108,13899047.6895,25.640404,14680.343640,9.979541,9.314795,15.284401,false
high_robot_intensity_translation,1428,0.139432,59.472352,12807228.2231,23.626259,12822.858184,9.077927,8.583085,13.350485,false
high_robot_intensity_translation,1429,0.111692,79.119430,17104231.5856,31.553198,17254.817339,12.076879,11.462830,17.964807,false
high_robot_intensity_translation,1430,0.153532,54.509192,12006266.6632,22.148678,10673.101280,8.320344,8.046301,11.112271,false
high_robot_intensity_translation,1431,0.153799,54.722494,11572573.9387,21.348619,12030.165402,8.352903,7.755650,12.525175,false
high_robot_intensity_translation,1432,0.126092,72.901425,15257666.3632,28.146729,17637.923851,11.127756,10.225308,18.363678,false
high_robot_intensity_translation,1433,0.142846,59.120560,12788009.9548,23.590806,12658.886489,9.024229,8.570205,13.179766,false
high_robot_intensity_translation,1434,0.168987,51.818820,11320146.4551,20.882951,10633.370171,7.909683,7.586480,11.070905,false
high_robot_intensity_translation,1435,0.142900,59.141570,12815466.2612,23.641457,12741.908461,9.027436,8.588606,13.266204,false
high_robot_intensity_translation,1436,0.121181,66.937093,15168074.4286,27.981454,11686.718475,10.217353,10.165265,12.167596,false
high_robot_intensity_translation,1437,0.144311,59.264840,12808649.6311,23.628882,12363.892111,9.046252,8.584038,12.872634,false
high_robot_intensity_translation,1438,0.125358,70.235504,16172095.0219,29.833630,11405.483381,10.720826,10.838135,11.874789,false
high_robot_intensity_translation,1439,0.136613,58.231843,12857678.4477,23.719328,11254.059253,8.888574,8.616895,11.717134,false
high_robot_intensity_translation,1440,0.144077,66.399432,13937947.9834,25.712166,15786.494597,10.135284,9.340865,16.436067,false
high_robot_intensity_translation,1441,0.141270,52.887882,11799030.7796,21.766377,9678.410512,8.072866,7.907416,10.076652,false
high_robot_intensity_translation,1442,0.154465,58.307435,12220692.4450,22.544242,13665.420356,8.900113,8.190003,14.227716,false
high_robot_intensity_translation,1443,0.131094,61.295601,13323675.4271,24.578980,12496.675173,9.356230,8.929195,13.010880,false
high_robot_intensity_translation,1444,0.125795,62.656003,14061100.3047,25.939352,11102.684895,9.563883,9.423399,11.559531,false
high_robot_intensity_translation,1445,0.140940,62.644931,13498426.8550,24.901355,13618.759799,9.562193,9.046309,14.179136,false
high_robot_intensity_translation,1446,0.139881,55.320391,12294278.2911,22.679990,10695.611616,8.444167,8.239319,11.135708,false
high_robot_intensity_translation,1447,0.140967,64.326398,13676572.5848,25.229991,14952.630697,9.818854,9.165698,15.567892,false
high_robot_intensity_translation,1448,0.129888,60.021667,13245222.2360,24.434253,12083.077056,9.161775,8.876618,12.580264,false
high_robot_intensity_translation,1449,0.136854,65.590839,13933066.8611,25.703161,14975.104424,10.011859,9.337594,15.591290,false
high_robot_intensity_translation,1450,0.123377,92.223739,18981078.7364,35.015531,24035.339218,14.077135,12.720646,25.024330,false
high_robot_intensity_translation,1451,0.126502,68.254644,14569479.3296,26.877189,14999.344703,10.418466,9.764102,15.616528,false
high_robot_intensity_translation,1452,0.140012,82.138064,16847270.1740,31.079166,21813.152531,12.537646,11.290620,22.710706,false
high_robot_intensity_translation,1453,0.133381,81.463535,16903848.6308,31.183540,20539.542211,12.434686,11.328538,21.384690,false
high_robot_intensity_translation,1454,0.167122,58.500625,12334959.4910,22.755037,13762.672559,8.929601,8.266582,14.328970,false
high_robot_intensity_translation,1455,0.158812,51.998086,11310965.0944,20.866013,10366.133412,7.937046,7.580327,10.792672,false
high_robot_intensity_translation,1456,0.139140,66.972315,14571637.5338,26.881171,13959.472326,10.222730,9.765548,14.533868,false
high_robot_intensity_translation,1457,0.132591,63.957745,13747035.5025,25.359978,14229.610468,9.762582,9.212920,14.815121,false
high_robot_intensity_translation,1458,0.125131,69.626346,14840991.5895,27.378064,15614.278013,10.627844,9.946062,16.256764,false
high_robot_intensity_translation,1459,0.128422,61.856078,13360511.7427,24.646935,13214.211467,9.441781,8.953882,13.757941,false
high_robot_intensity_translation,1460,0.143536,52.458077,11698452.6535,21.580835,9471.559711,8.007260,7.840011,9.861289,false
high_robot_intensity_translation,1461,0.154824,66.707495,13797755.8026,25.453545,16704.807979,10.182307,9.246912,17.392167,false
high_robot_intensity_translation,1462,0.146073,61.462609,13442299.6949,24.797814,12558.072873,9.381722,9.008694,13.074804,false
high_robot_intensity_translation,1463,0.152580,58.250887,12377962.5530,22.834367,12999.002145,8.891481,8.295402,13.533877,false
high_robot_intensity_translation,1464,0.127594,70.863648,15040372.7808,27.745875,16400.724925,10.816707,10.079683,17.075571,false
high_robot_intensity_translation,1465,0.109748,94.697361,20171926.0306,37.212358,22128.790532,14.454712,13.518722,23.039332,false
high_robot_intensity_translation,1466,0.149662,47.406833,10955414.8171,20.210109,7382.470659,7.236232,7.342046,7.686240,false
high_robot_intensity_translation,1467,0.152479,66.679976,14103005.2261,26.016657,15536.640065,10.178107,9.451482,16.175932,false
high_robot_intensity_translation,1468,0.135621,56.538581,12677266.7806,23.386512,10136.831657,8.630113,8.495988,10.553935,false
high_robot_intensity_translation,1469,0.213443,43.710049,8969738.2782,16.547012,10818.392386,6.671951,6.011295,11.263541,false
high_robot_intensity_translation,1470,0.131099,85.740836,18215818.9389,33.603810,19419.522864,13.087578,12.207788,20.218585,false
high_robot_intensity_translation,1471,0.142731,57.903992,13256394.5189,24.454863,9221.933405,8.838530,8.884105,9.601392,false
high_robot_intensity_translation,1472,0.137487,62.681609,13274494.7235,24.488254,14441.315901,9.567791,8.896235,15.035538,false
high_robot_intensity_translation,1473,0.158199,57.638244,12193231.8049,22.493584,13594.242678,8.797966,8.171600,14.153610,false
high_robot_intensity_translation,1474,0.144406,62.635014,12837263.0032,23.681666,15279.634052,9.560679,8.603214,15.908351,false
high_robot_intensity_translation,1475,0.165255,52.433213,11218835.7753,20.696057,11748.494204,8.003465,7.518584,12.231914,false
high_robot_intensity_translation,1476,0.152717,49.023056,10591685.9607,19.539116,10079.216205,7.482934,7.098284,10.493949,false
high_robot_intensity_translation,1477,0.132843,64.568358,14031306.2418,25.884389,13756.442444,9.855787,9.403432,14.322484,false
high_robot_intensity_translation,1478,0.164231,50.855714,11152903.3753,20.574428,10036.996837,7.762673,7.474398,10.449993,false
high_robot_intensity_translation,1479,0.132360,59.708524,12943037.1738,23.876794,12146.964488,9.113976,8.674101,12.646780,false
high_robot_intensity_translation,1480,0.154640,54.299954,11608744.8061,21.415345,12033.924537,8.288406,7.779891,12.529089,false
high_robot_intensity_translation,1481,0.128190,63.195373,13826080.6655,25.505797,12638.883840,9.646213,9.265895,13.158941,false
high_robot_intensity_translation,1482,0.123639,66.523607,14441250.7726,26.640639,14072.573282,10.154238,9.678166,14.651622,false
high_robot_intensity_translation,1483,0.158698,52.567824,11021551.0028,20.332114,11981.025432,8.024012,7.386369,12.474013,false
high_robot_intensity_translation,1484,0.145142,82.642930,16804815.5163,31.000848,21770.811633,12.614710,11.262168,22.666623,false
high_robot_intensity_translation,1485,0.120814,71.942213,15977204.2851,29.474104,13130.198624,10.981340,10.707524,13.670472,false
high_robot_intensity_translation,1486,0.137858,59.625058,12774827.1871,23.566487,13010.066366,9.101236,8.561371,13.545396,false
high_robot_intensity_translation,1487,0.141169,57.063214,12768742.1600,23.555262,10454.770985,8.710193,8.557293,10.884957,false
high_robot_intensity_translation,1488,0.133304,65.316666,14468538.2156,26.690977,12758.234546,9.970009,9.696454,13.283202,false
high_robot_intensity_translation,1489,0.122581,73.367567,16815090.7201,31.019803,12838.704504,11.198908,11.269055,13.366983,false
high_robot_intensity_translation,1490,0.133732,76.384543,16456187.4795,30.357713,16295.245418,11.659423,11.028527,16.965752,false
high_robot_intensity_translation,1491,0.120630,72.662514,16517638.5971,30.471075,12678.620361,11.091288,11.069710,13.200312,false
high_robot_intensity_translation,1492,0.146184,67.591902,14302332.8355,26.384368,16137.535087,10.317304,9.585067,16.801552,false
high_robot_intensity_translation,1493,0.136151,58.190427,12758919.5624,23.537142,11615.592631,8.882252,8.550710,12.093544,false
high_robot_intensity_translation,1494,0.162404,48.363442,10802403.3938,19.927839,8816.200823,7.382250,7.239501,9.178964,false
high_robot_intensity_translation,1495,0.126124,89.017439,19144172.1558,35.316399,20076.225316,13.587722,12.829947,20.902309,false
high_robot_intensity_translation,1496,0.177884,48.894930,10373620.3916,19.136838,11041.610422,7.463377,6.952142,11.495944,false
high_robot_intensity_translation,1497,0.113214,89.199494,18468239.2792,34.069465,22298.630243,13.615511,12.376953,23.216160,false
high_robot_intensity_translation,1498,0.135755,59.292856,13027036.3890,24.031753,11682.769448,9.050528,8.730395,12.163485,false
high_robot_intensity_translation,1499,0.131376,61.021237,13431663.4565,24.778192,11884.051493,9.314350,9.001566,12.373049,false
high_robot_intensity_translation,1500,0.136922,70.573507,14909796.0167,27.504992,16658.549440,10.772420,9.992174,17.344005,false
high_robot_intensity_translation,1501,0.153771,50.477454,10937299.3435,20.176690,10011.311251,7.704935,7.329905,10.423250,false
high_robot_intensity_translation,1502,0.119943,69.818867,15393724.7110,28.397724,13664.851303,10.657230,10.316490,14.227124,false
high_robot_intensity_translation,1503,0.134046,69.681876,15164959.2129,27.975707,14465.880447,10.636320,10.163178,15.061113,false
high_robot_intensity_translation,1504,0.141754,64.223098,13734141.0516,25.336191,14547.200960,9.803086,9.204279,15.145780,false
high_robot_intensity_translation,1505,0.157387,61.695630,12767375.4892,23.552741,15435.146527,9.417290,8.556377,16.070262,false
high_robot_intensity_translation,1506,0.122291,76.193067,16338302.6280,30.140243,16818.496799,11.630195,10.949523,17.510534,false
high_robot_intensity_translation,1507,0.143237,57.878375,12893376.8316,23.785183,10824.062442,8.834620,8.640820,11.269444,false
high_robot_intensity_translation,1508,0.127138,69.727279,15119519.0580,27.891881,14866.909543,10.643250,10.132725,15.478644,false
high_robot_intensity_translation,1509,0.140752,63.950394,14111519.4471,26.032363,12709.188034,9.761460,9.457188,13.232138,false
high_robot_intensity_translation,1510,0.155841,51.657158,11065560.3141,20.413301,11368.652725,7.885007,7.415863,11.836443,false
